,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
128,train,0.0138064691637981,1.0,False,0.0037393930677405,0.6666666666666666,0.0057023242384871,0.9962174429914622,0.9962192587974286,0.998123150220169,0.99528980296275,0.0056810010067597,0.0112760491007707,0.0577815633891725,0.988711592192372,265.9038461538482,0.9943189989932404,0.9962606069322596,0.9868471011193982,0.99496620163958,0.001876849779831,0.9887239508992292,46630.783349561774,0.9905796059255,0.9924633936261844,0.9996901386885862,0.9997673339476676,75.49133014678955,0.0490250587463378,1699238920.479399,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.44961404800415,13.67922306060791,2.86102294921875e-06,0.0,7.152557373046875e-07,First-order LINE,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
129,test,0.0138064691637981,1.0,False,0.0021570319240724,0.6666666666666666,0.0613921314310419,0.9678638941398866,0.9683300135161323,0.9988524213908652,0.9682916307161348,0.0612597066436583,0.1093569503273007,0.0457426248195495,0.9127357609505315,435.2000000000031,0.9387402933563416,0.9978429680759276,0.8894954710635645,0.958441184929537,0.0011475786091347,0.8906430496726992,7088.85633802822,0.9365832614322692,0.9377289377289376,0.990292518840064,0.9959565985829038,75.49133014678955,0.0490250587463378,1699238920.479399,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.44961404800415,13.67922306060791,2.86102294921875e-06,0.0,7.152557373046875e-07,First-order LINE,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
130,train,0.0138064691637981,1.0,False,0.0034517474471451,0.6666666666666666,0.005989320248232,0.996144560948366,0.9961468119613308,0.9982667725861196,0.99528980296275,0.005968646627355,0.0118368511123787,0.0556484608792391,0.9885025861810276,287.9791666666632,0.9940313533726448,0.9965482525528548,0.9864299214737412,0.9948703197660482,0.0017332274138802,0.9881631488876212,48082.111947790734,0.9905796059255,0.992318736539842,0.9997823110519816,0.9998518072162156,75.44389486312866,0.0500998497009277,1699239011.2280838,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.220837831497192,13.439557075500488,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
131,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0614186851211072,0.9677562819657548,0.9682189091599046,0.9986232216613126,0.9680759275237274,0.0612597066436583,0.1093990755007704,0.0498907165238184,0.912386340308304,362.666666666663,0.9387402933563416,0.997411561691113,0.8892241461605421,0.9582973828012654,0.0013767783386874,0.8906009244992296,5904.826291079753,0.9361518550474548,0.9375269280482552,0.9902868424402638,0.9959752051571448,75.44389486312866,0.0500998497009277,1699239011.2280838,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.220837831497192,13.439557075500488,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
132,train,0.0138064691637981,1.0,False,0.0033079246368473,0.6666666666666666,0.0062049062049062,0.9960719305200187,0.9960744976556232,0.9983385104384888,0.9952538472601756,0.0061843808428017,0.0122576966932725,0.0545462837750425,0.9882917754557738,300.4347826086987,0.9938156191571984,0.9966920753631526,0.9860808137452164,0.9947744378925164,0.0016614895615112,0.9877423033067276,48418.90798786672,0.990507694520351,0.9921745997559048,0.9997735457829086,0.9998473076359096,75.46012687683105,0.0493099689483642,1699239102.025278,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.254637002944946,13.484333992004396,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
133,test,0.0138064691637981,1.0,False,0.0060396893874029,0.6666666666666666,0.0581597222222222,0.9687292082501664,0.96911369188928,0.9968051118210862,0.9680759275237274,0.0578084555651423,0.104199066874028,0.0741290064309472,0.914119688445534,155.99999999999935,0.9421915444348576,0.993960310612597,0.8926060449470583,0.9594477998274374,0.0031948881789137,0.895800933125972,2682.268656716408,0.9361518550474548,0.9393548387096774,0.9918804218923666,0.9965837920252636,75.46012687683105,0.0493099689483642,1699239102.025278,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.254637002944946,13.484333992004396,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
134,train,0.0138064691637981,1.0,False,0.0037393930677405,0.6666666666666666,0.0062075934748087,0.9959642548284808,0.995966582540268,0.9981222013577928,0.9950381130447288,0.0061843808428017,0.0122629402538143,0.0577953494296633,0.9879654936733206,265.7692307692328,0.9938156191571984,0.9962606069322596,0.9858592611039784,0.9946306150822188,0.0018777986422071,0.9877370597461856,42813.56887298754,0.9900762260894578,0.9919609532012632,0.9996771872924842,0.9997773264468848,76.78920412063599,0.0488379001617431,1699239194.221623,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.31912088394165,13.546313047409058,4.0531158447265625e-06,1.9073486328125e-06,1.1920928955078125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
135,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0634199134199133,0.9665071770334928,0.9669935428534367,0.9981613422201792,0.9666738567730804,0.0632010353753235,0.1125624279677295,0.0572234264500869,0.9091598988827468,271.43750000000017,0.9367989646246764,0.996548748921484,0.8855989142524496,0.956715559390279,0.0018386577798207,0.8874375720322705,4280.004266211609,0.9333477135461604,0.9351851851851852,0.9920026040716724,0.9965940980411442,76.78920412063599,0.0488379001617431,1699239194.221623,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.31912088394165,13.546313047409058,4.0531158447265625e-06,1.9073486328125e-06,1.1920928955078125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
136,train,0.0138064691637981,1.0,False,0.0037393930677405,0.6666666666666666,0.0057023242384871,0.9962174429914622,0.9962192587974286,0.998123150220169,0.99528980296275,0.0056810010067597,0.0112760491007707,0.0577815633891725,0.988711592192372,265.9038461538482,0.9943189989932404,0.9962606069322596,0.9868471011193982,0.99496620163958,0.001876849779831,0.9887239508992292,46630.783349561774,0.9905796059255,0.9924633936261844,0.9996886441972812,0.9997516088266644,75.81203627586365,0.0490736961364746,1699239285.500663,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.384694814682009,13.59943699836731,4.0531158447265625e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
137,test,0.0138064691637981,1.0,False,0.0051768766177739,0.6666666666666666,0.0589765828274067,0.9684864624944518,0.9688897726007972,0.9972577696526508,0.9680759275237274,0.0586712683347713,0.1055081458494957,0.0690390363361064,0.9136810518781668,181.8333333333315,0.9413287316652288,0.994823123382226,0.891749623803155,0.9591601955708944,0.0027422303473492,0.8944918541505043,3083.144607843108,0.9361518550474548,0.9388984509466436,0.9918744895892968,0.9961439672840056,75.81203627586365,0.0490736961364746,1699239285.500663,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.384694814682009,13.59943699836731,4.0531158447265625e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
138,train,0.0138064691637981,1.0,False,0.0037393930677405,0.6666666666666666,0.0057023242384871,0.9962174429914622,0.9962192587974286,0.998123150220169,0.99528980296275,0.0056810010067597,0.0112760491007707,0.0577815633891725,0.988711592192372,265.9038461538482,0.9943189989932404,0.9962606069322596,0.9868471011193982,0.99496620163958,0.001876849779831,0.9887239508992292,46630.783349561774,0.9905796059255,0.9924633936261844,0.999694363599992,0.9998031364296328,75.40220594406128,0.0487501621246337,1699239376.355624,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.375241041183472,13.586599111557009,3.814697265625e-06,2.1457672119140625e-06,2.1457672119140625e-06,First-order LINE,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
139,test,0.0138064691637981,1.0,False,0.0043140638481449,0.6666666666666666,0.0608752166377816,0.9676702588601268,0.96810914295,0.997709049255441,0.9675366695427092,0.0606125970664366,0.108536114329857,0.0634664570397862,0.9118343628561316,217.7500000000015,0.9393874029335634,0.9956859361518552,0.8891729349255839,0.958153580672994,0.0022909507445589,0.8914638856701429,3576.989323843439,0.9350733390854185,0.9373654756780024,0.9908496435220926,0.9961323392359596,75.40220594406128,0.0487501621246337,1699239376.355624,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.375241041183472,13.586599111557009,3.814697265625e-06,2.1457672119140625e-06,2.1457672119140625e-06,First-order LINE,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
140,train,0.0138064691637981,1.0,False,0.0063282036530993,0.6666666666666666,0.0076711535678101,0.9945945945945946,0.9945970770138368,0.9968217278243282,0.9930245937005608,0.0076226089457788,0.0151104775481111,0.0739496926135117,0.9838778280850744,156.81818181818173,0.9923773910542212,0.9936717963469006,0.9817112502762168,0.9928088594851144,0.0031782721756717,0.9848895224518888,20442.581475128583,0.9860491874011216,0.989247311827957,0.9993356701730294,0.9994519399382696,91.68271899223328,0.1037590503692627,1699239485.39585,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,15.717688083648682,14.942118167877195,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Second-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
141,test,0.0138064691637981,1.0,False,0.0043140638481449,0.6666666666666666,0.0556759098786828,0.970415512465374,0.9707791521551782,0.9977215766689452,0.9701251078515962,0.0554357204486626,0.1001949317738791,0.063303322537591,0.9186400935415068,218.95000000000155,0.9445642795513374,0.9956859361518552,0.8975266448950658,0.96160483175151,0.0022784233310548,0.8998050682261208,3932.5805447471103,0.9402502157031924,0.9425312096427034,0.9947560301977024,0.9976276562637512,91.68271899223328,0.1037590503692627,1699239485.39585,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,15.717688083648682,14.942118167877195,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Second-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
142,train,0.0138064691637981,1.0,False,0.0070473177045879,0.6666666666666666,0.0065179606025492,0.9949947787260092,0.99499586309276,0.9964659213847818,0.9932403279160076,0.006472026463397,0.0128681727194738,0.077679057172335,0.9850381475751316,140.97959183673373,0.9935279735366028,0.992952682295412,0.983597748665308,0.9933362097895392,0.0035340786152181,0.9871318272805262,21629.40226757365,0.9864806558320148,0.9900394123969904,0.9995781061388346,0.9996526878626932,107.60568118095398,0.1027059555053711,1699239610.53626,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.248250722885132,15.462417125701904,3.814697265625e-06,2.1457672119140625e-06,9.5367431640625e-07,Second-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
143,test,0.0138064691637981,1.0,False,0.0099223468507333,0.6666666666666666,0.0579520697167755,0.9679920256949828,0.9683427864781567,0.9947643979057592,0.9663503019844696,0.0573770491803278,0.1038656774697383,0.0930510036681802,0.9115600773541102,95.00000000000044,0.9426229508196722,0.9900776531492668,0.8908987204360208,0.958441184929537,0.0052356020942407,0.8961343225302616,1639.2857142857235,0.932700603968939,0.9379695213565142,0.9938886576970865,0.9972031527047304,107.60568118095398,0.1027059555053711,1699239610.53626,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.248250722885132,15.462417125701904,3.814697265625e-06,2.1457672119140625e-06,9.5367431640625e-07,Second-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
144,train,0.0138064691637981,1.0,False,0.0071911405148856,0.6666666666666666,0.0078951180646095,0.9942708896335531,0.9942731364125356,0.996389109554416,0.9924852581619446,0.0078383431612253,0.0155447803764974,0.078455597359065,0.982905257562362,137.96999999999974,0.9921616568387748,0.9928088594851144,0.9808443291779184,0.9923773910542212,0.0036108904455839,0.9844552196235026,17475.356146789036,0.9849705163238892,0.9886070507308684,0.9995969113901524,0.9997592093035276,91.55663013458252,0.1027708053588867,1699239719.590807,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.20792031288147,15.429419994354248,3.814697265625e-06,9.5367431640625e-07,1.1920928955078125e-06,Second-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
145,test,0.0138064691637981,1.0,False,0.0073339085418464,0.6666666666666666,0.0584528465884398,0.9682926829268292,0.96867079364282,0.9961222627737226,0.967320966350302,0.0580241587575496,0.1046692607003891,0.0810820289271566,0.912792066557097,128.44117647058758,0.9419758412424504,0.9926660914581537,0.8914530020733336,0.9588725913143514,0.0038777372262773,0.8953307392996109,2197.346818281204,0.934641932700604,0.9385342789598108,0.9945211807879364,0.99737656119278,91.55663013458252,0.1027708053588867,1699239719.590807,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.20792031288147,15.429419994354248,3.814697265625e-06,9.5367431640625e-07,1.1920928955078125e-06,Second-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
146,train,0.0138064691637981,1.0,False,0.0076226089457788,0.6666666666666666,0.0070289855072463,0.9945980985306828,0.9945993471630784,0.996176597893522,0.9927009923773912,0.006975406299439,0.0138630841789338,0.0805558648723141,0.983856537339565,130.27358490566007,0.993024593700561,0.9923773910542212,0.9823135137145882,0.9928088594851144,0.0038234021064781,0.9861369158210662,18533.76774946516,0.985401984754782,0.9892542445733936,0.9996579993686524,0.999773744119316,92.47747421264648,0.1034088134765625,1699239829.4180748,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.053083896636963,15.281254291534424,4.76837158203125e-06,1.1920928955078125e-06,9.5367431640625e-07,Second-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
147,test,0.0138064691637981,1.0,False,0.0077653149266608,0.6666666666666666,0.0595652173913043,0.9676131322094056,0.9680034214524478,0.995890410958904,0.9665660051768766,0.0591026747195858,0.1064491064491064,0.083280775178687,0.9110247815339012,121.16666666666715,0.940897325280414,0.9922346850733392,0.8894413045097975,0.9580097785447224,0.0041095890410959,0.8935508935508936,2034.184914841857,0.9331320103537531,0.9372582724538032,0.9953512146751128,0.9977689473727812,92.47747421264648,0.1034088134765625,1699239829.4180748,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.4066696166992188e-05,1.1920928955078125e-06,7.152557373046875e-07,16.053083896636963,15.281254291534424,4.76837158203125e-06,1.1920928955078125e-06,9.5367431640625e-07,Second-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
