,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
257,test,0.0138064691637981,1.0,True,0.2364106988783434,0.6666666666666666,0.463276836158192,0.732518337408313,0.7391340997091524,0.845372460496614,0.7049180327868853,0.353753235547886,0.4809384164222874,0.3768816071754025,0.386468905326884,2.733576642335766,0.6462467644521139,0.7635893011216566,0.3644340440743265,0.6853609433419615,0.154627539503386,0.5190615835777126,5.9005251913833,0.4098360655737705,0.5779320987654321,0.7679826019276681,0.8600724020520384,97.90662598609924,0.1035940647125244,1698981013.310796,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,2.1457672119140625e-06,9.5367431640625e-07,2515.307366847992,2514.50612616539,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk CBOW,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,True,f32,True,,,,,
258,train,0.0138064691637981,1.0,True,0.6899180209981304,0.6666666666666666,0.0197124304267159,0.8498954618128152,0.8589578270852668,0.7423461166612956,0.6519847547821085,0.0061124694376527,0.037929495760821,0.4544948569215053,0.462732292782771,1.4405878674171355,0.9938875305623472,0.3100819790018697,0.7044166209004745,0.7659523467088547,0.2576538833387044,0.962070504239179,73.08017510944406,0.303969509564217,0.738972357375822,0.7913338312144067,0.8195596925308086,98.68285512924194,0.1006238460540771,1698981113.222008,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,2.1457672119140625e-06,9.5367431640625e-07,2515.307366847992,2514.50612616539,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk CBOW,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,True,f32,True,,,,,
259,test,0.0138064691637981,1.0,True,0.6790336496980156,0.6666666666666666,0.3447580645161289,0.7980257427658957,0.8022662294642902,0.7237142355625767,0.6051553062985332,0.1106557377049179,0.4081145584725537,0.4663243434745756,0.2576314449445935,1.3097204574332908,0.889344262295082,0.3209663503019844,0.3155996770900231,0.6998849582973828,0.2762857644374232,0.5918854415274464,3.7989552449527046,0.2103106125970664,0.6639291465378422,0.6957555092717012,0.7706627913829064,98.68285512924194,0.1006238460540771,1698981113.222008,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100], [239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,2.1457672119140625e-06,9.5367431640625e-07,2515.307366847992,2514.50612616539,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,DeepWalk CBOW,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,5.0,100.0,0.01,0.9,,,False,False,False,True,f32,True,,,,,
260,train,0.0138064691637981,1.0,False,0.0012944052926794,0.6666666666666666,0.0016561059907834,0.9988488380459026,0.9988489647232106,0.9993521451194932,0.9985258161944484,0.0016539623184237,0.0033012774508396,0.0347561477649924,0.9965511244042666,771.2777777777684,0.9983460376815764,0.9987055947073206,0.9960508676686536,0.9984658900234912,0.0006478548805067,0.9966987225491604,465717.6425120607,0.9970516323888968,0.997700323392023,0.9994278735639256,0.9987918263317344,99.09789109230042,0.1111490726470947,1699711827.957371,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,9.5367431640625e-07,2303.996300935745,2303.202590942383,4.0531158447265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
261,test,0.0138064691637981,1.0,False,0.0012942191544434,0.6666666666666666,0.1043196544276457,0.944722474977252,0.9461335611872072,0.9992781520692974,0.947260569456428,0.1041846419327006,0.1726233023588277,0.0366178835927908,0.8599187389810998,692.1666666666597,0.8958153580672994,0.9987057808455564,0.8266548497104695,0.9301121656600516,0.0007218479307026,0.8273766976411723,6635.055210489926,0.894521138912856,0.895236042250485,0.98727614047247,0.9948616500486948,99.09789109230042,0.1111490726470947,1699711827.957371,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,9.5367431640625e-07,2303.996300935745,2303.202590942383,4.0531158447265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
262,train,0.0138064691637981,1.0,False,0.0027326333956565,0.6666666666666666,0.0013700605710989,0.9986336833021716,0.9986336833021716,0.9986336833021716,0.9979505249532576,0.0013663166978282,0.0027326333956565,0.0497099974526927,0.9959010499065152,365.4473684210531,0.9986336833021716,0.9972673666043436,0.9959010499065152,0.9981782444028956,0.0013663166978282,0.9972673666043436,266738.1108033248,0.9959010499065152,0.9972710951526031,0.9996923235417916,0.999100020316788,98.5432858467102,0.1088159084320068,1699714208.406579,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,9.5367431640625e-07,2280.303174972534,2279.505888938904,5.0067901611328125e-06,1.9073486328125e-06,1.1920928955078125e-06,Walklets SkipGram,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
263,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0813148788927335,0.9570882947652212,0.9579160718875824,0.9985935302391,0.958153580672994,0.0811044003451251,0.1398809523809523,0.0503995584220815,0.887042549503289,354.9999999999964,0.9188955996548748,0.997411561691113,0.8587125778581477,0.9450675870002876,0.0014064697609,0.8601190476190477,4365.744680851019,0.916307161345988,0.917707884532529,0.9895915299926076,0.9957368003393532,98.5432858467102,0.1088159084320068,1699714208.406579,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,9.5367431640625e-07,2280.303174972534,2279.505888938904,5.0067901611328125e-06,1.9073486328125e-06,1.1920928955078125e-06,Walklets SkipGram,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
264,train,0.0138064691637981,1.0,False,0.0051776211707176,0.6666666666666666,0.0007228567297962,0.9983475824412672,0.9983480178756252,0.9974160206718348,0.9970516323888968,0.0007191140514886,0.0014436263894904,0.0671481457783841,0.9950373906465196,193.0000000000018,0.9992808859485114,0.9948223788292824,0.9959723942823442,0.9977947169087684,0.0025839793281653,0.9985563736105096,266996.1999999855,0.994103264777794,0.9967006168411991,0.9999408538259464,0.9999338546361156,99.04537534713744,0.1185033321380615,1700089129.012135,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,2272.8958530426025,2272.03435587883,4.76837158203125e-06,9.5367431640625e-07,5.245208740234375e-06,Walklets SkipGram,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
265,test,0.0138064691637981,1.0,False,0.0038826574633304,0.6666666666666666,0.0632308358596795,0.9665146289909888,0.966993977674888,0.9979324603721572,0.9665660051768764,0.0629853321829163,0.1122645136485967,0.0604781148279117,0.9090902659428473,241.33333333333087,0.9370146678170836,0.9961173425366696,0.8856679467235604,0.956715559390279,0.0020675396278428,0.8877354863514033,3816.70319634699,0.933132010353753,0.9351991388589882,0.9928082806203616,0.9959336954816614,99.04537534713744,0.1185033321380615,1700089129.012135,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,2272.8958530426025,2272.03435587883,4.76837158203125e-06,9.5367431640625e-07,5.245208740234375e-06,Walklets SkipGram,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
266,train,0.0138064691637981,1.0,False,0.0017258737235725,0.6666666666666666,0.0001440714594438,0.9994968010926604,0.9994968656543316,0.999137683242311,0.9990651517330648,0.0001438228102976,0.0002880599164626,0.0398893560773159,0.9984898986205412,579.3333333333263,0.9998561771897024,0.9982741262764274,0.9988496233258484,0.9993288268852774,0.0008623167576889,0.9997119400835374,4021152.6666676034,0.9981303034661296,0.9989941083489008,0.9995659873140132,0.9990347026083064,203.12454390525815,0.1200101375579834,1700195656.201979,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2431.215745925904,2430.409885168076,5.0067901611328125e-06,9.5367431640625e-07,6.198883056640625e-06,Walklets SkipGram,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
267,test,0.0138064691637981,1.0,False,0.0021570319240724,0.6666666666666666,0.0754431474275832,0.9603494623655914,0.9610631229600368,0.9988350419384904,0.9612812769628992,0.0752804141501294,0.1311044327573253,0.0460721810671625,0.894726643688319,428.700000000003,0.9247195858498706,0.9978429680759276,0.867730609181165,0.9490940465918896,0.0011649580615097,0.8688955672426747,5682.42464183385,0.9225625539257982,0.9237233354880414,0.9888352660389004,0.9955445547727216,203.12454390525815,0.1200101375579834,1700195656.201979,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2431.215745925904,2430.409885168076,5.0067901611328125e-06,9.5367431640625e-07,6.198883056640625e-06,Walklets SkipGram,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
268,train,0.0138064691637981,1.0,False,0.0017258737235725,0.6666666666666666,0.001224607405273,0.9989570971338152,0.998957113282925,0.9991367527516006,0.9985258161944484,0.0012224938875305,0.0024432308134521,0.0399100309113658,0.9968725610828446,578.7083333333263,0.9987775061124694,0.9982741262764274,0.9966935219381484,0.9986097128337889,0.0008632472483993,0.997556769186548,472566.41666664806,0.9970516323888968,0.9979163672941516,0.9998362549483436,0.999581869222722,100.48269534111024,0.1095967292785644,1700093883.49264,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,2273.2973732948303,2272.451898813248,4.0531158447265625e-06,0.0,2.1457672119140625e-06,Walklets SkipGram,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
269,test,0.0138064691637981,1.0,False,0.0021570319240724,0.6666666666666666,0.0864677907479463,0.9543764785400474,0.9553227091459908,0.9988210327752888,0.9557808455565142,0.086281276962899,0.1474382602285293,0.0463358853088041,0.8809585233864436,423.600000000003,0.913718723037101,0.9978429680759276,0.8513827725467595,0.9417601380500432,0.0011789672247111,0.8525617397714707,4898.9340000000375,0.9115616911130284,0.9127343244990304,0.988962426699998,0.9944516951562108,100.48269534111024,0.1095967292785644,1700093883.49264,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,2273.2973732948303,2272.451898813248,4.0531158447265625e-06,0.0,2.1457672119140625e-06,Walklets SkipGram,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
270,train,0.0138064691637981,1.0,False,0.0017258737235725,0.6666666666666666,0.0015127503241607,0.9988130777254252,0.9988131300560548,0.9991365042814996,0.9983819933841508,0.0015101395081259,0.0030163746049985,0.0399155497073167,0.9964420062183784,578.5416666666597,0.998489860491874,0.9982741262764274,0.996120129676501,0.9984179490867252,0.0008634957185004,0.9969836253950014,382443.591269846,0.9967639867683014,0.9976289696795516,0.9998337624057516,0.9995717589471944,117.97705912590028,0.1112160682678222,1700198263.597997,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2487.46404004097,2486.65035200119,6.9141387939453125e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
271,test,0.0138064691637981,1.0,False,0.0025884383088869,0.6666666666666666,0.0886678200692042,0.9530897609382049,0.9540803461254552,0.9985822306238186,0.9544866264020708,0.0884383088869715,0.150624540778839,0.0505916588378977,0.8779355668718953,352.1666666666631,0.9115616911130284,0.997411561691113,0.8479576898449794,0.9401783146390568,0.0014177693761814,0.8493754592211609,3971.7528455284128,0.9089732528041414,0.910383455407152,0.9902801191634512,0.9958984351549072,117.97705912590028,0.1112160682678222,1700198263.597997,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2487.46404004097,2486.65035200119,6.9141387939453125e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
272,train,0.0138064691637981,1.0,False,0.0034517474471451,0.6666666666666666,0.0020926540626353,0.9980940051066278,0.9980940212417848,0.9982735055032012,0.997231410901769,0.0020854307493168,0.0041678643288301,0.0555461020735059,0.9942842154500294,289.1041666666632,0.9979145692506832,0.9965482525528548,0.9941056411743712,0.9974591303514072,0.0017264944967987,0.99583213567117,138151.91522988043,0.994462821803538,0.9961952620244078,0.9999247686522288,0.999925752129235,13735.632247686386,0.1176052093505859,1700136996.835217,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,26930.28916788101,23134.71791791916,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
273,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0783549783549784,0.9585108768782238,0.9592669298850512,0.9981317141522652,0.9592320966350302,0.0780845556514236,0.1354790419161676,0.0576569624375054,0.8901211101179374,267.1250000000001,0.9219154443485764,0.996548748921484,0.8626526722360977,0.9467932125395456,0.0018682858477346,0.8645209580838323,3409.164364640883,0.9184641932700603,0.9203273040482344,0.9903545870149284,0.9945852353179712,13735.632247686386,0.1176052093505859,1700136996.835217,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.5762786865234375e-05,1.1920928955078125e-06,4.0531158447265625e-06,26930.28916788101,23134.71791791916,3.814697265625e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets SkipGram,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
274,train,0.0138064691637981,1.0,False,0.003020279016252,0.6666666666666666,0.0005770340450086,0.9989577717879604,0.9989578808148356,0.9984912709246354,0.9982022148712786,0.0005752912411908,0.0011527377521613,0.0521083349374364,0.9968713720465632,330.9047619047579,0.9994247087588092,0.996979720983748,0.997338533172474,0.9986097128337889,0.0015087290753645,0.9988472622478386,573457.9523809754,0.9964044297425572,0.997917713793351,0.9998306389706366,0.9995727006770628,109.212739944458,0.1113409996032714,1700200680.623508,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2305.8758301734924,2305.0622181892395,4.76837158203125e-06,9.5367431640625e-07,1.9073486328125e-06,Walklets SkipGram,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
275,test,0.0138064691637981,1.0,False,0.001725625539258,0.6666666666666666,0.0758426966292135,0.9602240896358544,0.9609506602164484,0.9990673816740498,0.961281276962899,0.0757118205349439,0.1317073170731707,0.0414188891691682,0.8945355869787586,535.6249999999831,0.924288179465056,0.998274374460742,0.867360064600879,0.948950244463618,0.0009326183259501,0.8682926829268293,7062.314814814587,0.922562553925798,0.9234913793103448,0.9886150729073068,0.994259391673386,109.212739944458,0.1113409996032714,1700200680.623508,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2305.8758301734924,2305.0622181892395,4.76837158203125e-06,9.5367431640625e-07,1.9073486328125e-06,Walklets SkipGram,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
276,train,0.0138064691637981,1.0,False,0.0027326333956565,0.6666666666666666,0.0015142774733198,0.998561668464581,0.9985616710468586,0.9986334867663982,0.9978786135481088,0.0015101395081259,0.003019410496046,0.0497133994723933,0.9956856491106656,365.3947368421058,0.998489860491874,0.9972673666043436,0.995614076270352,0.9980823625293638,0.0013665132336018,0.996980589503954,241299.7243107832,0.9957572270962176,0.9971274685816875,0.999790065341642,0.9993097840103372,104.7430739402771,0.1145939826965332,1700203102.139173,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2315.160873889923,2314.358996868133,2.09808349609375e-05,7.152557373046875e-07,8.106231689453125e-06,Walklets SkipGram,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
